UniProt	Predikcija
Q8N8R3	GO:0005739
Q02127	GO:0005739
Q13342	GO:0005739
Q9BVL4	GO:0005739
Q6UWS5	GO:0005739
P36873	GO:0005739
Q3SY69	GO:0005739
Q8TEY5	GO:0005739
O00429	GO:0005739
O00411	GO:0005739
Q6NZI2	GO:0005739
Q8IYB8	GO:0005739
O96008	GO:0005739
K7EMT4	GO:0005739
Q9Y676	GO:0005739
H0YIV9	GO:0005739
Q9Y696	GO:0005739
Q9Y697	GO:0005739
Q9Y5Z4	GO:0005739
Q7L2E3	GO:0005739
Q96E29	GO:0005739
Q6FI81	GO:0005739
Q99798	GO:0005739
Q99797	GO:0005739
Q8WV93	GO:0005739
P51970	GO:0005739
Q8WV60	GO:0005739
Q99757	GO:0005739
Q99747	GO:0005739
Q99714	GO:0005739
Q7L3V2	GO:0005739
Q5RI15	GO:0005739
Q99551	GO:0005739
Q92833	GO:0005739
Q8WYQ3	GO:0005739
Q99595	GO:0005739
P11310	GO:0005739
Q9Y512	GO:0005739
P48735	GO:0005739
Q7L592	GO:0005739
P48728	GO:0005739
P31415	GO:0005739
Q9Y6M9	GO:0005739
Q6UXV4	GO:0005739
Q8IZY5	GO:0005739
P36969	GO:0005739
P36957	GO:0005739
Q7L0Y3	GO:0005739
Q05195	GO:0005739
Q00059	GO:0005739
Q15831	GO:0005739
Q8WTT2	GO:0005739
P63244	GO:0005739
Q99623	GO:0005739
P11177	GO:0005739
Q92934	GO:0005739
Q8WY22	GO:0005739
P43155	GO:0005739
Q92947	GO:0005739
P06576	GO:0005739
Q8WXH0	GO:0005739
O76031	GO:0005739
Q8WXG1	GO:0005739
Q96CQ1	GO:0005739
P10620	GO:0005739
P41970	GO:0005739
P34897	GO:0005739
P38117	GO:0005739
Q96D53	GO:0005739
O94826	GO:0005739
P16260	GO:0005739
Q99490	GO:0005739
P16219	GO:0005739
Q92731	GO:0005739
P04818	GO:0005739
Q8IXM3	GO:0005739
P51649	GO:0005739
Q8IXL7	GO:0005739
Q86Y39	GO:0005739
Q8N183	GO:0005739
P55084	GO:0005739
Q86XF0	GO:0005739
Q15120	GO:0005739
Q8TDB4	GO:0005739
Q15119	GO:0005739
Q15118	GO:0005739
P11182	GO:0005739
Q9Y5J7	GO:0005739
O43772	GO:0005739
Q8WWI5	GO:0005739
P21399	GO:0005739
P21397	GO:0005739
O00763	GO:0005739
Q5TAQ9	GO:0005739
Q53H12	GO:0005739
O95140	GO:0005739
Q02978	GO:0005739
Q9NZJ7	GO:0005739
P05141	GO:0005739
P07919	GO:0005739
Q14318	GO:0005739
Q9NPL8	GO:0005739
P82675	GO:0005739
P82663	GO:0005739
P82650	GO:0005739
Q8NI60	GO:0005739
Q6P2H3	GO:0005739
P23443	GO:0005739
Q7Z6M4	GO:0005739
Q9HD33	GO:0005739
P13196	GO:0005739
Q9P032	GO:0005739
P43897	GO:0005739
P80404	GO:0005739
Q7KZN9	GO:0005739
P23378	GO:0005739
P23368	GO:0005739
Q7Z5J4	GO:0005739
O94811	GO:0005739
P13073	GO:0005739
Q7Z4Y8	GO:0005739
Q8N4Q1	GO:0005739
Q2TB90	GO:0005739
Q8N4H5	GO:0005739
Q7Z4L0	GO:0005739
O94913	GO:0005739
O94925	GO:0005739
O00746	GO:0005739
Q8N3Z3	GO:0005739
Q8N490	GO:0005739
P08238	GO:0005739
Q10713	GO:0005739
Q8TCS8	GO:0005739
Q9Y3I1	GO:0005739
Q5S007	GO:0005739
P21796	GO:0005739
Q5TEU4	GO:0005739
O75439	GO:0005739
P33121	GO:0005739
Q6YN16	GO:0005739
Q8N159	GO:0005739
Q8N111	GO:0005739
P11498	GO:0005739
Q8IXQ6	GO:0005739
Q92754	GO:0005739
P31944	GO:0005739
Q99497	GO:0005739
P31930	GO:0005739
P38646	GO:0005739
Q9C0C7	GO:0005739
P62072	GO:0005739
Q9H5Z6	GO:0005739
Q6P1Q0	GO:0005739
P45954	GO:0005739
Q6ZN28	GO:0005739
Q562E7	GO:0005739
Q96LW7	GO:0005739
Q6P1L8	GO:0005739
Q14197	GO:0005739
Q14154	GO:0005739
A0A087WWV3	GO:0005739
Q9H6K4	GO:0005739
Q5EBM0	GO:0005739
Q86SX6	GO:0005739
P40305	GO:0005739
Q9NS37	GO:0005739
Q9H6R4	GO:0005739
P35613	GO:0005739
Q9NS69	GO:0005739
Q38SD2	GO:0005739
Q4G176	GO:0005739
Q96TA2	GO:0005739
Q4G0N4	GO:0005739
P23560	GO:0005739
Q7Z7K0	GO:0005739
Q7Z7H8	GO:0005739
A6NFY7	GO:0005739
Q9HCC0	GO:0005739
Q9P0U1	GO:0005739
P08574	GO:0005739
P08559	GO:0005739
Q9P0P8	GO:0005739
Q9BX68	GO:0005739
B4DLN1	GO:0005739
Q9P0J6	GO:0005739
Q9P0J0	GO:0005739
Q9H9B4	GO:0005739
P30405	GO:0005739
Q9BRQ8	GO:0005739
Q5FVE4	GO:0005739
Q9BRT2	GO:0005739
Q09161	GO:0005739
P55851	GO:0005739
P19838	GO:0005739
P55809	GO:0005739
Q9NUT2	GO:0005739
Q07973	GO:0005739
P50213	GO:0005739
A6NK58	GO:0005739
P13674	GO:0005739
P55789	GO:0005739
Q02338	GO:0005739
Q02318	GO:0005739
P35232	GO:0005739
Q07820	GO:0005739
Q07817	GO:0005739
Q07812	GO:0005739
Q02252	GO:0005739
Q18PE1	GO:0005739
Q9NRP2	GO:0005739
P20132	GO:0005739
Q9P013	GO:0005739
O60313	GO:0005739
Q9H649	GO:0005739
Q9H5Q4	GO:0005739
Q9NR28	GO:0005739
Q9NQP4	GO:0005739
P22695	GO:0005739
O43181	GO:0005739
Q9NQH7	GO:0005739
Q9NQG6	GO:0005739
Q9BRQ6	GO:0005739
P09211	GO:0005739
O95139	GO:0005739
Q6GPH4	GO:0005739
P54886	GO:0005739
P54868	GO:0005739
P19404	GO:0005739
Q969V5	GO:0005739
Q5T1C6	GO:0005739
Q14CZ7	GO:0005739
Q9NTG7	GO:0005739
Q9BQP7	GO:0005739
Q9H7Z7	GO:0005739
Q06945	GO:0005739
Q9GZY4	GO:0005739
Q96RQ3	GO:0005739
O15287	GO:0005739
Q9GZT3	GO:0005739
Q9BUB7	GO:0005739
Q9BUA6	GO:0005739
O15239	GO:0005739
Q9NWU1	GO:0005739
Q9GZQ8	GO:0005739
Q9NX47	GO:0005739
Q9H4A6	GO:0005739
Q9Y3B8	GO:0005739
P09486	GO:0005739
Q9NWB6	GO:0005739
E9PQ53	GO:0005739
P56277	GO:0005739
Q9H4I9	GO:0005739
Q9NV92	GO:0005739
Q5T2N8	GO:0005739
Q9NUQ2	GO:0005739
Q9H9J2	GO:0005739
Q9NUL7	GO:0005739
Q9NUJ1	GO:0005739
O14966	GO:0005739
O14949	GO:0005739
Q12887	GO:0005739
O14925	GO:0005739
Q12849	GO:0005739
Q9BYN8	GO:0005739
P50440	GO:0005739
P50416	GO:0005739
P57105	GO:0005739
Q969Z3	GO:0005739
Q969Z0	GO:0005739
Q969Y2	GO:0005739
P13804	GO:0005739
Q9NTK1	GO:0005739
Q969P6	GO:0005739
P60602	GO:0005739
O14879	GO:0005739
O14862	GO:0005739
Q12772	GO:0005739
P12074	GO:0005739
Q96HJ9	GO:0005739
Q16595	GO:0005739
P39210	GO:0005739
Q9UJS0	GO:0005739
O43524	GO:0005739
Q16540	GO:0005739
Q96A26	GO:0005739
O43542	GO:0005739
P42765	GO:0005739
P49448	GO:0005739
P42704	GO:0005739
P17568	GO:0005739
P49419	GO:0005739
P49411	GO:0005739
P49406	GO:0005739
O75648	GO:0005739
P17540	GO:0005739
P10809	GO:0005739
O75600	GO:0005739
Q96BR5	GO:0005739
Q96C36	GO:0005739
Q9UI09	GO:0005739
P49281	GO:0005739
O95977	GO:0005739
Q9BSQ5	GO:0005739
Q9UHK6	GO:0005739
Q96C86	GO:0005739
O75489	GO:0005739
Q96EY7	GO:0005739
O75616	GO:0005739
Q96EY1	GO:0005739
P10635	GO:0005739
O75438	GO:0005739
P10606	GO:0005739
O75431	GO:0005739
O75414	GO:0005739
P17302	GO:0005739
P00403	GO:0005739
Q5VTU8	GO:0005739
O43502	GO:0005739
P32248	GO:0005739
P00387	GO:0005739
P00374	GO:0005739
Q96EK5	GO:0005739
Q9Y4W6	GO:0005739
Q49B96	GO:0005739
P57729	GO:0005739
Q8NBX0	GO:0005739
Q14596	GO:0005739
Q8NC60	GO:0005739
Q6IB77	GO:0005739
Q49AM1	GO:0005739
Q9UL15	GO:0005739
Q9UKQ2	GO:0005739
P15538	GO:0005739
Q6P587	GO:0005739
O95299	GO:0005739
O95298	GO:0005739
Q9UI17	GO:0005739
P30414	GO:0005739
P00156	GO:0005739
P15954	GO:0005739
P27338	GO:0005739
Q9NWQ9	GO:0005739
P0C0E4	GO:0005739
Q9NWX6	GO:0005739
Q8NF64	GO:0005739
O75143	GO:0005739
Q6QNY1	GO:0005739
O75127	GO:0005739
O75964	GO:0005739
P12694	GO:0005739
Q96NN9	GO:0005739
Q9H845	GO:0005739
Q9UPV9	GO:0005739
P19367	GO:0005739
P07954	GO:0005739
P30837	GO:0005739
Q9BPX6	GO:0005739
Q9NRD5	GO:0005739
Q9BQ52	GO:0005739
Q12983	GO:0005739
Q9NSE4	GO:0005739
Q9NRI5	GO:0005739
Q6PCB7	GO:0005739
Q9NRY6	GO:0005739
Q9H773	GO:0005739
Q06416	GO:0005739
Q9NNW7	GO:0005739
Q16698	GO:0005739
P54296	GO:0005739
Q16635	GO:0005739
P49590	GO:0005739
Q16611	GO:0005739
Q9UKL3	GO:0005739
Q9H2D1	GO:0005739
Q96HY7	GO:0005739
Q96I99	GO:0005739
P22314	GO:0005739
O75746	GO:0005739
P10909	GO:0005739
Q96I59	GO:0005739
O43847	GO:0005739
P49821	GO:0005739
O60238	GO:0005739
O60220	GO:0005739
P25874	GO:0005739
Q7Z713	GO:0005739
Q9H583	GO:0005739
Q06609	GO:0005739
P19099	GO:0005739
Q9UMY1	GO:0005739
P86397	GO:0005739
Q9UMX3	GO:0005739
Q16891	GO:0005739
Q9UMS0	GO:0005739
Q16836	GO:0005739
Q16822	GO:0005739
P05496	GO:0005739
P99999	GO:0005739
Q9Y2D0	GO:0005739
Q5JTZ9	GO:0005739
P22570	GO:0005739
Q9H1K1	GO:0005739
Q9UK32	GO:0005739
P49768	GO:0005739
Q9UBX3	GO:0005739
Q6P5X7	GO:0005739
Q8NCD3	GO:0005739
Q9Y277	GO:0005739
Q9Y276	GO:0005739
P82933	GO:0005739
P82930	GO:0005739
O43715	GO:0005739
A1A4Y4	GO:0005739
Q9H0U6	GO:0005739
Q9H0R6	GO:0005739
Q9Y2Z9	GO:0005739
P00505	GO:0005739
P27469	GO:0005739
Q9H9P8	GO:0005739
P07203	GO:0005739
O43674	GO:0005739
Q9Y3B7	GO:0005739
Q96B77	GO:0005739
Q9Y3D3	GO:0005739
Q9Y3D6	GO:0005739
Q9Y3D9	GO:0005739
Q9H0E9	GO:0005739
Q9Y3E5	GO:0005739
Q9UIJ7	GO:0005739
P17482	GO:0005739
Q9H0C2	GO:0005739
Q9UII2	GO:0005739
Q9H0B6	GO:0005739
Q9H0B3	GO:0005739
Q5T440	GO:0005739
Q9NVV4	GO:0005739
Q96QK1	GO:0005739
Q13084	GO:0005739
O15121	GO:0005739
P12931	GO:0005739
Q01664	GO:0005739
Q96QE5	GO:0005739
Q9BT92	GO:0005739
Q9NVI7	GO:0005739
Q9NVH6	GO:0005739
Q9NVH1	GO:0005739
Q96Q83	GO:0005739
P29803	GO:0005739
P56181	GO:0005739
Q9BSH4	GO:0005739
O15091	GO:0005739
Q96Q11	GO:0005739
O43677	GO:0005739
O75521	GO:0005739
O43615	GO:0005739
Q96BF6	GO:0005739
Q6UB35	GO:0005739
P27695	GO:0005739
P52815	GO:0005739
Q6UB28	GO:0005739
Q9H061	GO:0005739
P00480	GO:0005739
P32322	GO:0005739
P00367	GO:0005739
Q9UHV9	GO:0005739
Q9H015	GO:0005739
P00441	GO:0005739
Q5JRX3	GO:0005739
O43716	GO:0005739
Q96BP2	GO:0005739
Q5VT66	GO:0005739
Q9Y5U8	GO:0005739
O95202	GO:0005739
Q14457	GO:0005739
P25705	GO:0005739
Q9NP58	GO:0005739
P35914	GO:0005739
Q9ULX9	GO:0005739
Q9ULZ3	GO:0005739
O95182	GO:0005739
O95169	GO:0005739
O95168	GO:0005739
O95167	GO:0005739
O95153	GO:0005739
Q96C03	GO:0005739
Q9UHQ9	GO:0005739
Q9UI32	GO:0005739
Q8NEJ9	GO:0005739
Q9Y6E7	GO:0005739
P59103	GO:0005739
Q9Y255	GO:0005739
P82914	GO:0005739
P82912	GO:0005739
Q9Y241	GO:0005739
P82909	GO:0005739
Q96I36	GO:0005739
Q96HS1	GO:0005739
Q9HCU8	GO:0005739
P48047	GO:0005739
P36639	GO:0005739
Q9HD36	GO:0005739
Q9HD23	GO:0005739
O00217	GO:0005739
Q92667	GO:0005739
Q92665	GO:0005739
P26678	GO:0005739
Q15398	GO:0005739
Q15390	GO:0005739
Q15388	GO:0005739
Q15303	GO:0005739
O00483	GO:0005739
P24752	GO:0005739
Q6IN84	GO:0005739
P53597	GO:0005739
Q15916	GO:0005739
P28331	GO:0005739
Q9HB07	GO:0005739
P51398	GO:0005739
Q86UV5	GO:0005739
Q6IPR1	GO:0005739
Q8TB37	GO:0005739
Q8TB36	GO:0005739
Q86UT6	GO:0005739
Q8N3R3	GO:0005739
Q7Z434	GO:0005739
Q8N3J5	GO:0005739
Q5TGZ0	GO:0005739
G3V3G9	GO:0005739
Q9ULZ2	GO:0005739
Q9NXA8	GO:0005739
P56385	GO:0005739
Q9GZY8	GO:0005739
P49753	GO:0005739
Q9NPH0	GO:0005739
P22557	GO:0005739
P49748	GO:0005739
P10109	GO:0005739
Q9H4B0	GO:0005739
Q96JX3	GO:0005739
O75131	GO:0005739
O75947	GO:0005739
P39748	GO:0005739
Q9NS18	GO:0005739
O75390	GO:0005739
O43837	GO:0005739
O43822	GO:0005739
O43819	GO:0005739
Q9Y5Y0	GO:0005739
Q9Y606	GO:0005739
Q9UGC7	GO:0005739
Q9Y5L4	GO:0005739
Q9Y5K5	GO:0005739
P17152	GO:0005739
P10415	GO:0005739
Q5JPH6	GO:0005739
Q96CU9	GO:0005739
Q9UGM6	GO:0005739
Q96EB6	GO:0005739
Q96EH3	GO:0005739
Q04837	GO:0005739
O95847	GO:0005739
O95831	GO:0005739
O95822	GO:0005739
Q5XKP0	GO:0005739
Q9Y6H1	GO:0005739
P17252	GO:0005739
Q9Y6G3	GO:0005739
P10515	GO:0005739
O75323	GO:0005739
O43464	GO:0005739
Q96DA6	GO:0005739
O75306	GO:0005739
P47985	GO:0005739
Q9NPA8	GO:0005739
Q9H3Z4	GO:0005739
P0C7Q2	GO:0005739
Q6IC98	GO:0005739
Q16795	GO:0005739
P12236	GO:0005739
P12235	GO:0005739
Q16762	GO:0005739
Q3ZCQ8	GO:0005739
Q9H3L0	GO:0005739
Q16740	GO:0005739
Q9H3K2	GO:0005739
Q16719	GO:0005739
P49662	GO:0005739
P40926	GO:0005739
O75879	GO:0005739
O75208	GO:0005739
Q96IX5	GO:0005739
Q9ULC5	GO:0005739
O75807	GO:0005739
O43920	GO:0005739
P15822	GO:0005739
Q9UDR5	GO:0005739
O95571	GO:0005739
P42126	GO:0005739
O95563	GO:0005739
Q8NE86	GO:0005739
Q9Y3E2	GO:0005739
Q9Y3A0	GO:0005739
P40939	GO:0005739
Q96AN5	GO:0005739
P52306	GO:0005739
Q9Y2Z4	GO:0005739
P27144	GO:0005739
Q96AG3	GO:0005739
Q9Y2S7	GO:0005739
Q9Y2R0	GO:0005739
Q9Y2Q9	GO:0005739
Q96H55	GO:0005739
