qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0007344	pronuclear fusion	0.213000539799	0.371712677163	277
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0065003	protein-containing complex assembly	0.207459417771	0.370835279566	280
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0097711	ciliary basal body-plasma membrane docking	0.203958965721	0.370274957359	281
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.18630175631	0.36737222176	288
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0000187	activation of MAPK activity	0.14667693672	0.360309313284	321
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0031145	anaphase-promoting complex-dependent catabolic process	0.140391222676	0.359104721885	322
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0016477	cell migration	0.113282011509	0.353570534885	347
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0016579	protein deubiquitination	0.10663088743	0.352114167344	354
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0046718	viral entry into host cell	0.0714086165248	0.343500911311	409
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0006260	DNA replication	0.0642722608733	0.341511066908	418
tr|A0A024QZP7|A0A024QZP7_HUMAN	BP	0006310	DNA recombination	0.0573719460314	0.339478945255	422
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0005212	structural constituent of eye lens	13.1685427834	0.831608829157	1
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	1905907	negative regulation of amyloid fibril formation	4.8153126389	0.623324275564	1
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0030018	Z disc	3.59803044316	0.580122257188	1
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0060561	apoptotic process involved in morphogenesis	4.1789661858	0.601525388493	3
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0001540	amyloid-beta binding	3.7650564621	0.586442499444	3
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0043209	myelin sheath	3.26696238006	0.567145229595	3
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0032463	negative regulation of protein homooligomerization	4.12872520159	0.599735724234	4
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0042803	protein homodimerization activity	2.79559617501	0.547474928651	5
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0071480	cellular response to gamma radiation	4.01184469767	0.595529644697	7
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0051082	unfolded protein binding	2.18771489303	0.519464244227	7
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0044877	protein-containing complex binding	2.0185300445	0.510992873531	8
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0002088	lens development in camera-type eye	3.73315626867	0.585246400688	11
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0005829	cytosol	1.73203721803	0.495793197025	11
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0005634	nucleus	1.36683833031	0.474456022549	12
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0008017	microtubule binding	0.292068307462	0.383170936078	12
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0032387	negative regulation of intracellular transport	3.69092475301	0.583655039755	13
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0005739	mitochondrion	1.1054210979	0.457361839449	13
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	3.6106769162	0.580605864112	14
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0042542	response to hydrogen peroxide	3.44432479335	0.574175114605	16
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0046872	metal ion binding	0.222912608159	0.373254178825	16
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0007021	tubulin complex assembly	3.42029309431	0.573233379897	17
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0007517	muscle organ development	3.36892107888	0.571209095272	18
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0044183	protein binding involved in protein folding	0.175818605849	0.365583418924	18
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0005886	plasma membrane	0.845634876172	0.438223608099	19
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0008426	protein kinase C inhibitor activity	0.171618789086	0.364851856123	19
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0005080	protein kinase C binding	0.13389184936	0.357830473513	21
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0001666	response to hypoxia	3.26323412214	0.566995435581	22
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0097512	cardiac myofibril	0.565175720848	0.413858702492	24
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0030424	axon	0.504518504777	0.407834784709	26
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0031430	M band	0.496229490979	0.406984046691	27
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0043204	perikaryon	0.47391631039	0.404657973812	29
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0051087	chaperone binding	0.0719751877028	0.343654534542	30
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0043197	dendritic spine	0.457265718233	0.40288630978	32
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0050821	protein stabilization	2.90696372526	0.552263390868	33
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0032432	actin filament bundle	0.441297003375	0.401156634681	34
tr|A0A024R3B9|A0A024R3B9_HUMAN	MF	0016757	transferase activity, transferring glycosyl groups	0.0369743985141	0.332620113231	34
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0014069	postsynaptic density	0.428882705782	0.399790226844	35
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0051260	protein homooligomerization	2.69285015236	0.542971835256	41
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0009986	cell surface	0.312093285813	0.385816430078	53
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0015630	microtubule cytoskeleton	0.272319411574	0.380471505508	59
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0005794	Golgi apparatus	0.252019533928	0.377592646506	61
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0120111	neuron projection cytoplasm	0.169923371339	0.364553999322	66
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0070062	extracellular exosome	0.0845519200419	0.346920984265	72
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0070013	intracellular organelle lumen	0.0406850174044	0.333987605729	81
tr|A0A024R3B9|A0A024R3B9_HUMAN	CC	0044425	membrane part	0.035565813977	0.332083123976	85
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0010629	negative regulation of gene expression	1.66345394924	0.491971637334	93
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	2000378	negative regulation of reactive oxygen species metabolic process	0.49838102445	0.407205546551	117
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0032355	response to estradiol	0.486486459178	0.405974940031	118
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0010259	multicellular organism aging	0.441305735207	0.401157588958	119
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0051403	stress-activated MAPK cascade	0.435744092518	0.400547848866	120
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0030308	negative regulation of cell growth	0.434283913361	0.400387120955	121
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0007010	cytoskeleton organization	0.394615671871	0.395912378517	125
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0006457	protein folding	0.355140340304	0.391229983244	130
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0007017	microtubule-based process	0.349677770924	0.390561926554	131
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0060047	heart contraction	0.264481178698	0.37937306924	139
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0055002	striated muscle cell development	0.24256672629	0.376212544305	145
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0007626	locomotory behavior	0.232806093551	0.37475897646	149
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0010927	cellular component assembly involved in morphogenesis	0.231912227888	0.374624350387	151
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	1905383	protein localization to presynapse	0.231330294148	0.374536565241	152
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0014706	striated muscle tissue development	0.230533585118	0.374416201821	153
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0045766	positive regulation of angiogenesis	0.211767690546	0.371518460701	161
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	0.167814369125	0.364181400932	183
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0097435	supramolecular fiber organization	0.167050773975	0.364045919403	184
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0030029	actin filament-based process	0.162228211611	0.363183022105	188
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0042535	positive regulation of tumor necrosis factor biosynthetic process	0.154569896005	0.361785929092	191
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0080135	regulation of cellular response to stress	0.154276007501	0.361731633654	192
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0070925	organelle assembly	0.148017284629	0.360562817084	196
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0030705	cytoskeleton-dependent intracellular transport	0.144339532312	0.359864446279	202
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0032731	positive regulation of interleukin-1 beta production	0.141858022071	0.359388192086	204
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	1902883	negative regulation of response to oxidative stress	0.132780545347	0.357609522288	213
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0043536	positive regulation of blood vessel endothelial cell migration	0.130517916809	0.357156786604	216
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	2001243	negative regulation of intrinsic apoptotic signaling pathway	0.124808329522	0.355996578869	223
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0043122	regulation of I-kappaB kinase/NF-kappaB signaling	0.112250580513	0.353347543401	239
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0071901	negative regulation of protein serine/threonine kinase activity	0.107697695717	0.352350758931	242
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0009615	response to virus	0.0895588810471	0.348153118087	277
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0006928	movement of cell or subcellular component	0.0848978913308	0.347007276429	280
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0006886	intracellular protein transport	0.0828868264869	0.346503185026	284
tr|A0A024R3B9|A0A024R3B9_HUMAN	BP	0006936	muscle contraction	0.0823383714555	0.346364651432	285
tr|A0A024RBT2|A0A024RBT2_HUMAN	BP	0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	14.5432000845	0.848100300097	1
tr|A0A024RBT2|A0A024RBT2_HUMAN	CC	0005739	mitochondrion	4.37105678797	0.608270692102	1
tr|A0A024RBT2|A0A024RBT2_HUMAN	MF	0005515	protein binding	0.0313681790321	0.330416465023	1
tr|A0A024RBT2|A0A024RBT2_HUMAN	CC	0035631	CD40 receptor complex	3.18235694179	0.56372462952	2
tr|A0A024RBT2|A0A024RBT2_HUMAN	CC	0009898	cytoplasmic side of plasma membrane	1.83335629429	0.501302960524	10
tr|A0A024RBT2|A0A024RBT2_HUMAN	BP	0006915	apoptotic process	10.5592547475	0.776527500483	12
tr|A0A024RBT2|A0A024RBT2_HUMAN	CC	0031970	organelle envelope lumen	0.132197748065	0.357493279973	31
tr|A0A024RBT2|A0A024RBT2_HUMAN	CC	0005829	cytosol	0.080691257948	0.345945812139	32
tr|A0A024RBT2|A0A024RBT2_HUMAN	BP	0036473	cell death in response to oxidative stress	2.87878754918	0.55106069705	44
tr|A0A024RBT2|A0A024RBT2_HUMAN	BP	0070997	neuron death	2.68974062625	0.542834225203	46
tr|A0A024RBT2|A0A024RBT2_HUMAN	BP	0035556	intracellular signal transduction	0.904143957096	0.442765575772	57
tr|A0A024RBT2|A0A024RBT2_HUMAN	BP	0007166	cell surface receptor signaling pathway	0.0490043209626	0.336842807267	67
tr|A0A075B6P0|A0A075B6P0_HUMAN	BP	0032981	mitochondrial respiratory chain complex I assembly	3.16940943535	0.563197168073	1
tr|A0A075B6P0|A0A075B6P0_HUMAN	MF	0016740	transferase activity	2.21812319866	0.520951659236	1
tr|A0A075B6P0|A0A075B6P0_HUMAN	CC	0005739	mitochondrion	0.989263143278	0.44911840056	1
tr|A0A075B6P0|A0A075B6P0_HUMAN	CC	0019866	organelle inner membrane	0.945199314718	0.445865417012	3
tr|A0A075B6P0|A0A075B6P0_HUMAN	BP	0009058	biosynthetic process	1.72541462448	0.495427516485	5
tr|A0A075B6P0|A0A075B6P0_HUMAN	BP	0050821	protein stabilization	0.026031039057	0.328126767547	16
tr|A0A075B6P0|A0A075B6P0_HUMAN	CC	0005634	nucleus	0.0580401822133	0.339680901692	23
tr|A0A075B6P0|A0A075B6P0_HUMAN	CC	0016021	integral component of membrane	0.00590237881927	0.315855271791	24
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0002052	positive regulation of neuroblast proliferation	10.6957707352	0.779567731312	1
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0045111	intermediate filament cytoskeleton	9.63801740436	0.755475671989	1
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	MF	0032947	protein-containing complex scaffold activity	2.1072970517	0.515480046572	1
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0097546	ciliary base	9.24372436559	0.746158730289	2
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	MF	0019894	kinesin binding	1.51482217959	0.483409419464	2
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0005813	centrosome	7.00078686404	0.688884681483	4
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	MF	0044877	protein-containing complex binding	0.836097155928	0.437468481886	4
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	1905515	non-motile cilium assembly	9.08221904248	0.742285177264	7
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0001764	neuron migration	8.90743131182	0.738054047684	8
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0030177	positive regulation of Wnt signaling pathway	8.8154976527	0.735811922396	9
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0014069	postsynaptic density	3.77468303867	0.586802452119	14
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0005739	mitochondrion	2.83413145939	0.549142440921	21
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0045211	postsynaptic membrane	2.40345421939	0.529804689968	25
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0036064	ciliary basal body	2.26619843108	0.52328259805	30
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0090724	central region of growth cone	2.17918702491	0.51904525237	32
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0008021	synaptic vesicle	2.1533296744	0.517769790582	33
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0000226	microtubule cytoskeleton organization	5.90608573334	0.657571423835	35
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0030054	cell junction	1.9749595311	0.508754283936	36
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0005874	microtubule	1.82569719823	0.500891862874	42
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0005871	kinesin complex	1.27770288369	0.468827575395	56
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0044297	cell body	1.24431111375	0.466668703717	57
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0032091	negative regulation of protein binding	3.88536210457	0.590908393771	61
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0048471	perinuclear region of cytoplasm	1.17380798757	0.462013193198	61
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0030286	dynein complex	1.14455315746	0.460040464789	63
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0090128	regulation of synapse maturation	2.9478949219	0.554000193651	68
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0016055	Wnt signaling pathway	2.90425985352	0.552148230267	69
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0005783	endoplasmic reticulum	0.784222232296	0.433283780829	70
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0021846	cell proliferation in forebrain	2.81422493197	0.548282464085	71
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0005829	cytosol	0.713582815041	0.427356002841	71
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0021799	cerebral cortex radially oriented cell migration	2.76677396684	0.546220198356	72
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0051560	mitochondrial calcium ion homeostasis	2.71752519988	0.544061008709	74
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0005634	nucleus	0.471675591263	0.404421388667	75
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	CC	0016021	integral component of membrane	0.0577468436947	0.339592391943	79
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	2000060	positive regulation of ubiquitin-dependent protein catabolic process	2.35235101313	0.527398698927	84
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0031929	TOR signaling	2.19870137763	0.52000283113	92
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0010975	regulation of neuron projection development	2.0726866456	0.513741946644	94
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0021860	pyramidal neuron development	1.89036631195	0.504336340804	111
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0051602	response to electrical stimulus	1.75667809001	0.497147692734	118
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0022030	telencephalon glial cell migration	1.70293938843	0.494181237181	121
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0051966	regulation of synaptic transmission, glutamatergic	1.62142638856	0.489590771557	126
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0071539	protein localization to centrosome	1.6209146859	0.489561594604	127
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0001954	positive regulation of cell-matrix adhesion	1.61813104134	0.489402792263	128
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0061387	regulation of extent of cell growth	1.46649704344	0.480535763788	155
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0010770	positive regulation of cell morphogenesis involved in differentiation	1.45328867352	0.479742118461	158
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0030307	positive regulation of cell growth	1.40107673772	0.476569010891	161
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0048639	positive regulation of developmental growth	1.37157106867	0.474749662463	165
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0031346	positive regulation of cell projection organization	1.30685547752	0.470689416249	171
tr|A0A075B6Q7|A0A075B6Q7_HUMAN	BP	0045666	positive regulation of neuron differentiation	1.29585618105	0.469989405889	175
tr|A0A075B6T1|A0A075B6T1_HUMAN	BP	0000423	mitophagy	14.0405240604	0.845047925352	1
tr|A0A075B6T1|A0A075B6T1_HUMAN	CC	0045335	phagocytic vesicle	10.4367682941	0.773782938739	1
tr|A0A075B6T1|A0A075B6T1_HUMAN	MF	0031625	ubiquitin protein ligase binding	8.7994625884	0.735419655611	1
tr|A0A075B6T1|A0A075B6T1_HUMAN	BP	0098780	response to mitochondrial depolarisation	12.8184587385	0.82455774816	2
tr|A0A075B6T1|A0A075B6T1_HUMAN	CC	0005930	axoneme	9.80176843601	0.759288908804	2
tr|A0A075B6T1|A0A075B6T1_HUMAN	BP	0043552	positive regulation of phosphatidylinositol 3-kinase activity	12.5667327316	0.819428014441	3
