F8VP71	ENSG00000050426	LETMD1	Predicted mitochondrial
F8VR35	ENSG00000050426	LETMD1	Predicted mitochondrial
F8VUZ8	ENSG00000050426	LETMD1	Predicted mitochondrial
F8VXQ4	ENSG00000050426	LETMD1	Predicted mitochondrial
F8W1U1	ENSG00000050426	LETMD1	Predicted mitochondrial
F8W1Z2	ENSG00000050426	LETMD1	Predicted mitochondrial
F8W6J0	ENSG00000050426	LETMD1	Predicted mitochondrial
F8WCD9	ENSG00000050426	LETMD1	Predicted mitochondrial
Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial
Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial
Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial
Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial
Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial
Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial
Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial
E9PI54	ENSG00000051180	RAD51	Known mitochondrial
E9PJ30	ENSG00000051180	RAD51	Known mitochondrial
Q06609	ENSG00000051180	RAD51	Known mitochondrial
Q06609	ENSG00000051180	RAD51	Known mitochondrial
Q06609	ENSG00000051180	RAD51	Known mitochondrial
Q06609	ENSG00000051180	RAD51	Known mitochondrial
O43488	ENSG00000053371	AKR7A2	Known mitochondrial
A0A087WWA3	ENSG00000054523	KIF1B	Known mitochondrial
O60333	ENSG00000054523	KIF1B	Known mitochondrial
O60333	ENSG00000054523	KIF1B	Known mitochondrial
O60333	ENSG00000054523	KIF1B	Known mitochondrial
O60333	ENSG00000054523	KIF1B	Known mitochondrial
Q4R9M9	ENSG00000054523	KIF1B	Known mitochondrial
B1AL05	ENSG00000055950	MRPL43	Known mitochondrial
M0R051	ENSG00000055950	MRPL43	Known mitochondrial
Q8N983	ENSG00000055950	MRPL43	Known mitochondrial
Q8N983	ENSG00000055950	MRPL43	Known mitochondrial
Q8N983	ENSG00000055950	MRPL43	Known mitochondrial
Q8N983	ENSG00000055950	MRPL43	Known mitochondrial
Q8N983	ENSG00000055950	MRPL43	Known mitochondrial
Q8N983	ENSG00000055950	MRPL43	Known mitochondrial
P54886	ENSG00000059573	ALDH18A1	Known mitochondrial
P54886	ENSG00000059573	ALDH18A1	Known mitochondrial
B4E0P2	ENSG00000059691	GATB	Known mitochondrial
D6RDU9	ENSG00000059691	GATB	Known mitochondrial
D6REA0	ENSG00000059691	GATB	Known mitochondrial
D6RGY4	ENSG00000059691	GATB	Known mitochondrial
O75879	ENSG00000059691	GATB	Known mitochondrial
A0A087WVZ0	ENSG00000060762	MPC1	Known mitochondrial
Q5TI65	ENSG00000060762	MPC1	Known mitochondrial
Q9Y5U8	ENSG00000060762	MPC1	Known mitochondrial
B4DVF4	ENSG00000060971	ACAA1	Predicted mitochondrial
C9JDE9	ENSG00000060971	ACAA1	Predicted mitochondrial
F2Z2Q6	ENSG00000060971	ACAA1	Predicted mitochondrial
F2Z3P7	ENSG00000060971	ACAA1	Predicted mitochondrial
P09110	ENSG00000060971	ACAA1	Predicted mitochondrial
P09110	ENSG00000060971	ACAA1	Predicted mitochondrial
P54687	ENSG00000060982	BCAT1	Predicted mitochondrial
P54687	ENSG00000060982	BCAT1	Predicted mitochondrial
P54687	ENSG00000060982	BCAT1	Predicted mitochondrial
P54687	ENSG00000060982	BCAT1	Predicted mitochondrial
P54687	ENSG00000060982	BCAT1	Predicted mitochondrial
F5H612	ENSG00000061794	MRPS35	Known mitochondrial
P82673	ENSG00000061794	MRPS35	Known mitochondrial
P82673	ENSG00000061794	MRPS35	Known mitochondrial
A0A0C4DGI3	ENSG00000062485	CS	Known mitochondrial
B4DJV2	ENSG00000062485	CS	Known mitochondrial
F8VVY4	ENSG00000062485	CS	Known mitochondrial
F8VWQ5	ENSG00000062485	CS	Known mitochondrial
F8W0J2	ENSG00000062485	CS	Known mitochondrial
O75390	ENSG00000062485	CS	Known mitochondrial
F8VYR5	ENSG00000062582	MRPS24	Known mitochondrial
Q96EL2	ENSG00000062582	MRPS24	Known mitochondrial
Q96AB3	ENSG00000063241	ISOC2	Known mitochondrial
Q96AB3	ENSG00000063241	ISOC2	Known mitochondrial
Q96AB3	ENSG00000063241	ISOC2	Known mitochondrial
F8W9Q8	ENSG00000063761	ADCK1	Predicted mitochondrial
G3V3J2	ENSG00000063761	ADCK1	Predicted mitochondrial
Q86TW2	ENSG00000063761	ADCK1	Predicted mitochondrial
Q86TW2	ENSG00000063761	ADCK1	Predicted mitochondrial
Q86TW2	ENSG00000063761	ADCK1	Predicted mitochondrial
H3BPQ4	ENSG00000063854	HAGH	Known mitochondrial
Q16775	ENSG00000063854	HAGH	Known mitochondrial
Q16775	ENSG00000063854	HAGH	Known mitochondrial
Q16775	ENSG00000063854	HAGH	Known mitochondrial
P78549	ENSG00000065057	NTHL1	Predicted mitochondrial
P78549	ENSG00000065057	NTHL1	Predicted mitochondrial
P78549	ENSG00000065057	NTHL1	Predicted mitochondrial
H7C1J4	ENSG00000065060	UHRF1BP1	Predicted mitochondrial
Q6BDS2	ENSG00000065060	UHRF1BP1	Predicted mitochondrial
P04181	ENSG00000065154	OAT	Known mitochondrial
P04181	ENSG00000065154	OAT	Known mitochondrial
H3BMR9	ENSG00000065427	KARS	Known mitochondrial
H3BQK5	ENSG00000065427	KARS	Known mitochondrial
H3BRC9	ENSG00000065427	KARS	Known mitochondrial
Q15046	ENSG00000065427	KARS	Known mitochondrial
Q15046	ENSG00000065427	KARS	Known mitochondrial
C9JXQ9	ENSG00000065518	NDUFB4	Known mitochondrial
F2Z3P9	ENSG00000065518	NDUFB4	Known mitochondrial
O95168	ENSG00000065518	NDUFB4	Known mitochondrial
O95168	ENSG00000065518	NDUFB4	Known mitochondrial
B8ZZU9	ENSG00000065911	MTHFD2	Known mitochondrial
B9A062	ENSG00000065911	MTHFD2	Known mitochondrial
F8WF06	ENSG00000065911	MTHFD2	Known mitochondrial
F8WF89	ENSG00000065911	MTHFD2	Known mitochondrial
P13995	ENSG00000065911	MTHFD2	Known mitochondrial
P13995	ENSG00000065911	MTHFD2	Known mitochondrial
K7ENP1	ENSG00000066651	TRMT11	Known mitochondrial
K7EPZ4	ENSG00000066651	TRMT11	Known mitochondrial
Q7Z4G4	ENSG00000066651	TRMT11	Known mitochondrial
Q7Z4G4	ENSG00000066651	TRMT11	Known mitochondrial
Q7Z4G4	ENSG00000066651	TRMT11	Known mitochondrial
Q96BY7	ENSG00000066739	ATG2B	Predicted mitochondrial
H3BNJ9	ENSG00000066813	ACSM2B	Known mitochondrial
H3BTX9	ENSG00000066813	ACSM2B	Known mitochondrial
Q68CK6	ENSG00000066813	ACSM2B	Known mitochondrial
E5RIB6	ENSG00000066855	MTFR1	Known mitochondrial
Q15390	ENSG00000066855	MTFR1	Known mitochondrial
Q15390	ENSG00000066855	MTFR1	Known mitochondrial
K7EJM8	ENSG00000066926	FECH	Known mitochondrial
P22830	ENSG00000066926	FECH	Known mitochondrial
P22830	ENSG00000066926	FECH	Known mitochondrial
A6NIT2	ENSG00000067177	PHKA1	Predicted mitochondrial
A6NMN0	ENSG00000067177	PHKA1	Predicted mitochondrial
P46020	ENSG00000067177	PHKA1	Predicted mitochondrial
P46020	ENSG00000067177	PHKA1	Predicted mitochondrial
P46020	ENSG00000067177	PHKA1	Predicted mitochondrial
B4DNK4	ENSG00000067225	PKM	Predicted mitochondrial
H3BQ34	ENSG00000067225	PKM	Predicted mitochondrial
H3BQZ3	ENSG00000067225	PKM	Predicted mitochondrial
H3BR70	ENSG00000067225	PKM	Predicted mitochondrial
P14618	ENSG00000067225	PKM	Predicted mitochondrial
P14618	ENSG00000067225	PKM	Predicted mitochondrial
P14618	ENSG00000067225	PKM	Predicted mitochondrial
C9JRM1	ENSG00000067560	RHOA	Predicted mitochondrial
C9JX21	ENSG00000067560	RHOA	Predicted mitochondrial
P61586	ENSG00000067560	RHOA	Predicted mitochondrial
Q9NSE4	ENSG00000067704	IARS2	Known mitochondrial
E7EQB8	ENSG00000067829	IDH3G	Known mitochondrial
G5E9Q7	ENSG00000067829	IDH3G	Known mitochondrial
P51553	ENSG00000067829	IDH3G	Known mitochondrial
P51553	ENSG00000067829	IDH3G	Known mitochondrial
Q15120	ENSG00000067992	PDK3	Known mitochondrial
Q15120	ENSG00000067992	PDK3	Known mitochondrial
A0A087WXZ7	ENSG00000068097	HEATR6	Predicted mitochondrial
K7EIX2	ENSG00000068097	HEATR6	Predicted mitochondrial
K7EKW7	ENSG00000068097	HEATR6	Predicted mitochondrial
K7ELR8	ENSG00000068097	HEATR6	Predicted mitochondrial
Q6AI08	ENSG00000068097	HEATR6	Predicted mitochondrial
Q13057	ENSG00000068120	COASY	Known mitochondrial
Q13057	ENSG00000068120	COASY	Known mitochondrial
O60488	ENSG00000068366	ACSL4	Predicted mitochondrial
O60488	ENSG00000068366	ACSL4	Predicted mitochondrial
A0A1C7CYY3	ENSG00000068615	REEP1	Known mitochondrial
E7EUF7	ENSG00000068615	REEP1	Known mitochondrial
Q9H902	ENSG00000068615	REEP1	Known mitochondrial
Q9H902	ENSG00000068615	REEP1	Known mitochondrial
Q9H902	ENSG00000068615	REEP1	Known mitochondrial
Q9H902	ENSG00000068615	REEP1	Known mitochondrial
Q8N5C6	ENSG00000068784	SRBD1	Predicted mitochondrial
Q8N5C6	ENSG00000068784	SRBD1	Predicted mitochondrial
Q8IVP5	ENSG00000069509	FUNDC1	Known mitochondrial
P27338	ENSG00000069535	MAOB	Known mitochondrial
P27338	ENSG00000069535	MAOB	Known mitochondrial
A8MYZ9	ENSG00000069998	HDHD5	Known mitochondrial
Q9BXW7	ENSG00000069998	HDHD5	Known mitochondrial
Q9BXW7	ENSG00000069998	HDHD5	Known mitochondrial
A0A087WSV8	ENSG00000070081	NUCB2	Known mitochondrial
E9PKG6	ENSG00000070081	NUCB2	Known mitochondrial
Q2L696	ENSG00000070081	NUCB2	Known mitochondrial
V9HW75	ENSG00000070081	NUCB2	Known mitochondrial
Q8WWI5	ENSG00000070214	SLC44A1	Known mitochondrial
Q8WWI5	ENSG00000070214	SLC44A1	Known mitochondrial
Q8WWI5	ENSG00000070214	SLC44A1	Known mitochondrial
K7ENJ5	ENSG00000072062	PRKACA	Known mitochondrial
P17612	ENSG00000072062	PRKACA	Known mitochondrial
P17612	ENSG00000072062	PRKACA	Known mitochondrial
H9KV75	ENSG00000072110	ACTN1	Predicted mitochondrial
P12814	ENSG00000072110	ACTN1	Predicted mitochondrial
P12814	ENSG00000072110	ACTN1	Predicted mitochondrial
P12814	ENSG00000072110	ACTN1	Predicted mitochondrial
P12814	ENSG00000072110	ACTN1	Predicted mitochondrial
Q9UK32	ENSG00000072133	RPS6KA6	Predicted mitochondrial
Q9UK32	ENSG00000072133	RPS6KA6	Predicted mitochondrial
I3L0X1	ENSG00000072210	ALDH3A2	Known mitochondrial
I3L2W1	ENSG00000072210	ALDH3A2	Known mitochondrial
J3QKK9	ENSG00000072210	ALDH3A2	Known mitochondrial
J3QRD1	ENSG00000072210	ALDH3A2	Known mitochondrial
P51648	ENSG00000072210	ALDH3A2	Known mitochondrial
P51648	ENSG00000072210	ALDH3A2	Known mitochondrial
F8WBE5	ENSG00000072274	TFRC	Predicted mitochondrial
G3V0E5	ENSG00000072274	TFRC	Predicted mitochondrial
P02786	ENSG00000072274	TFRC	Predicted mitochondrial
Q5H928	ENSG00000072506	HSD17B10	Known mitochondrial
Q99714	ENSG00000072506	HSD17B10	Known mitochondrial
Q99714	ENSG00000072506	HSD17B10	Known mitochondrial
F8W8C3	ENSG00000072756	TRNT1	Known mitochondrial
Q96Q11	ENSG00000072756	TRNT1	Known mitochondrial
Q96Q11	ENSG00000072756	TRNT1	Known mitochondrial
Q96Q11	ENSG00000072756	TRNT1	Known mitochondrial
J9JID6	ENSG00000072778	ACADVL	Known mitochondrial
P49748	ENSG00000072778	ACADVL	Known mitochondrial
P49748	ENSG00000072778	ACADVL	Known mitochondrial
P49748	ENSG00000072778	ACADVL	Known mitochondrial
A0A087X0Q9	ENSG00000073169	SELENOO	Predicted mitochondrial
Q9BVL4	ENSG00000073169	SELENOO	Predicted mitochondrial
A0A087X1I3	ENSG00000073578	SDHA	Known mitochondrial
D6REB7	ENSG00000073578	SDHA	Known mitochondrial
D6RFM5	ENSG00000073578	SDHA	Known mitochondrial
P31040	ENSG00000073578	SDHA	Known mitochondrial
P31040	ENSG00000073578	SDHA	Known mitochondrial
P31040	ENSG00000073578	SDHA	Known mitochondrial
C9JJ19	ENSG00000074071	MRPS34	Known mitochondrial
P82930	ENSG00000074071	MRPS34	Known mitochondrial
Q9Y276	ENSG00000074582	BCS1L	Known mitochondrial
P49257	ENSG00000074695	LMAN1	Predicted mitochondrial
O43149	ENSG00000074755	ZZEF1	Predicted mitochondrial
O43149	ENSG00000074755	ZZEF1	Predicted mitochondrial
O43149	ENSG00000074755	ZZEF1	Predicted mitochondrial
P06733	ENSG00000074800	ENO1	Predicted mitochondrial
P06733	ENSG00000074800	ENO1	Predicted mitochondrial
Q2TBF2	ENSG00000075035	WSCD2	Predicted mitochondrial
Q2TBF2	ENSG00000075035	WSCD2	Predicted mitochondrial
E9PRQ6	ENSG00000075239	ACAT1	Known mitochondrial
P24752	ENSG00000075239	ACAT1	Known mitochondrial
P24752	ENSG00000075239	ACAT1	Known mitochondrial
Q6IC98	ENSG00000075240	GRAMD4	Known mitochondrial
Q6IC98	ENSG00000075240	GRAMD4	Known mitochondrial
F2Z3Q4	ENSG00000075303	SLC25A40	Known mitochondrial
F8WEL8	ENSG00000075303	SLC25A40	Known mitochondrial
Q8TBP6	ENSG00000075303	SLC25A40	Known mitochondrial
J3KRJ3	ENSG00000075336	TIMM21	Known mitochondrial
Q9BVV7	ENSG00000075336	TIMM21	Known mitochondrial
F8VVM2	ENSG00000075415	SLC25A3	Known mitochondrial
F8VWQ0	ENSG00000075415	SLC25A3	Known mitochondrial
F8VY00	ENSG00000075415	SLC25A3	Known mitochondrial
F8VYH5	ENSG00000075415	SLC25A3	Known mitochondrial
Q00325	ENSG00000075415	SLC25A3	Known mitochondrial
Q00325	ENSG00000075415	SLC25A3	Known mitochondrial
G5E9R0	ENSG00000075624	ACTB	Known mitochondrial
P60709	ENSG00000075624	ACTB	Known mitochondrial
F5GYG5	ENSG00000076043	REXO2	Known mitochondrial
F5H6P8	ENSG00000076043	REXO2	Known mitochondrial
F5H784	ENSG00000076043	REXO2	Known mitochondrial
F5H7P1	ENSG00000076043	REXO2	Known mitochondrial
H0YG54	ENSG00000076043	REXO2	Known mitochondrial
Q9BTR4	ENSG00000076043	REXO2	Known mitochondrial
Q9Y3B8	ENSG00000076043	REXO2	Known mitochondrial
Q9Y3B8	ENSG00000076043	REXO2	Known mitochondrial
Q9Y3B8	ENSG00000076043	REXO2	Known mitochondrial
F5GYA2	ENSG00000076248	UNG	Known mitochondrial
P13051	ENSG00000076248	UNG	Known mitochondrial
P13051	ENSG00000076248	UNG	Known mitochondrial
